,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183
Q9SVA6,1.0,7.0,9.0,19.0,20.0,22.0,29.0,1.0,7.0,9.0,19.0,20.0,22.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6DHF7,15.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P32235,1.0,7.0,9.0,13.0,19.0,20.0,22.0,1.0,7.0,9.0,13.0,19.0,20.0,22.0,1.0,7.0,9.0,13.0,19.0,20.0,22.0,1.0,7.0,9.0,13.0,19.0,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3MHG6,16.0,12.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9I7M2,21.0,19.0,16.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8K013,16.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5U528,16.0,10.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9KIJ7,17.0,26.0,39.0,17.0,26.0,39.0,17.0,26.0,39.0,17.0,26.0,39.0,17.0,26.0,39.0,17.0,26.0,39.0,17.0,26.0,39.0,17.0,26.0,39.0,17.0,26.0,39.0,15.0,24.0,37.0,15.0,24.0,37.0,15.0,24.0,37.0,15.0,24.0,37.0,15.0,24.0,37.0,15.0,24.0,37.0,15.0,24.0,37.0,15.0,24.0,37.0,15.0,24.0,37.0,15.0,24.0,37.0,15.0,24.0,37.0,15.0,24.0,37.0,12.0,21.0,34.0,12.0,21.0,34.0,12.0,21.0,34.0,12.0,21.0,34.0,12.0,21.0,34.0,12.0,21.0,34.0,12.0,21.0,34.0,12.0,21.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2YPR8,19.0,19.0,19.0,19.0,17.0,17.0,17.0,17.0,17.0,17.0,12.0,12.0,12.0,12.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1W4B0,16.0,16.0,11.0,10.0,17.0,24.0,33.0,39.0,10.0,17.0,24.0,33.0,39.0,10.0,17.0,24.0,33.0,39.0,10.0,17.0,24.0,33.0,39.0,10.0,17.0,24.0,33.0,39.0,10.0,17.0,24.0,33.0,39.0,5.0,12.0,19.0,28.0,34.0,5.0,12.0,19.0,28.0,34.0,5.0,12.0,19.0,28.0,34.0,5.0,12.0,19.0,28.0,34.0,5.0,12.0,19.0,28.0,34.0,5.0,12.0,19.0,28.0,34.0,5.0,12.0,19.0,28.0,34.0,5.0,12.0,19.0,28.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0LSX1,14.0,15.0,16.0,14.0,15.0,16.0,14.0,15.0,16.0,14.0,15.0,16.0,9.0,10.0,11.0,9.0,10.0,11.0,9.0,10.0,11.0,9.0,10.0,11.0,9.0,10.0,11.0,9.0,10.0,11.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9JUH9,2.0,10.0,17.0,26.0,33.0,2.0,10.0,17.0,26.0,33.0,2.0,10.0,17.0,26.0,33.0,2.0,10.0,17.0,26.0,33.0,2.0,10.0,17.0,26.0,33.0,2.0,10.0,17.0,26.0,33.0,5.0,12.0,21.0,28.0,5.0,12.0,21.0,28.0,5.0,12.0,21.0,28.0,5.0,12.0,21.0,28.0,5.0,12.0,21.0,28.0,5.0,12.0,21.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4UIU2,16.0,16.0,11.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7GIR2,13.0,13.0,13.0,11.0,11.0,11.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,1.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8EV83,37.0,39.0,37.0,39.0,2.0,17.0,24.0,2.0,17.0,24.0,2.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8HS51,11.0,11.0,11.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1KAD0,16.0,16.0,16.0,16.0,16.0,11.0,11.0,11.0,11.0,10.0,17.0,10.0,17.0,10.0,17.0,10.0,17.0,10.0,17.0,10.0,17.0,5.0,12.0,5.0,12.0,5.0,12.0,5.0,12.0,5.0,12.0,5.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2IE44,11.0,25.0,27.0,11.0,25.0,27.0,11.0,25.0,27.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O51722,34.0,11.0,15.0,22.0,31.0,15.0,22.0,31.0,10.0,17.0,26.0,10.0,17.0,26.0,10.0,17.0,26.0,10.0,17.0,26.0,10.0,17.0,26.0,10.0,17.0,26.0,5.0,12.0,21.0,5.0,12.0,21.0,5.0,12.0,21.0,5.0,12.0,21.0,5.0,12.0,21.0,2.0,9.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8Z6G0,2.0,17.0,24.0,38.0,2.0,17.0,24.0,38.0,2.0,17.0,24.0,38.0,2.0,17.0,24.0,38.0,2.0,17.0,24.0,38.0,2.0,17.0,24.0,38.0,12.0,19.0,33.0,12.0,19.0,33.0,12.0,19.0,33.0,12.0,19.0,33.0,12.0,19.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8FJQ1,34.0,36.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,15.0,22.0,30.0,15.0,22.0,30.0,15.0,22.0,30.0,15.0,22.0,30.0,15.0,22.0,30.0,15.0,22.0,30.0,15.0,22.0,30.0,15.0,22.0,30.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9KER3,34.0,36.0,34.0,36.0,17.0,17.0,17.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3PIU9,39.0,29.0,29.0,29.0,29.0,29.0,29.0,16.0,11.0,35.0,11.0,35.0,2.0,17.0,18.0,24.0,32.0,2.0,17.0,18.0,24.0,32.0,2.0,17.0,18.0,24.0,32.0,2.0,17.0,18.0,24.0,32.0,2.0,17.0,18.0,24.0,32.0,2.0,17.0,18.0,24.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9WK62,11.0,40.0,11.0,40.0,11.0,40.0,8.0,18.0,23.0,28.0,8.0,18.0,23.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0B7Y8,23.0,25.0,23.0,25.0,23.0,25.0,23.0,25.0,23.0,25.0,23.0,25.0,23.0,25.0,23.0,25.0,23.0,25.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8KAF0,15.0,16.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,19.0,26.0,19.0,26.0,19.0,26.0,19.0,26.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,9.0,16.0,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7NZS1,16.0,16.0,16.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9RY66,12.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8J4L3,17.0,17.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5YEQ1,13.0,11.0,17.0,19.0,26.0,17.0,19.0,26.0,17.0,19.0,26.0,17.0,19.0,26.0,15.0,17.0,24.0,15.0,17.0,24.0,15.0,17.0,24.0,15.0,17.0,24.0,15.0,17.0,24.0,15.0,17.0,24.0,12.0,14.0,21.0,12.0,14.0,21.0,12.0,14.0,21.0,12.0,14.0,21.0,12.0,14.0,21.0,12.0,14.0,21.0,12.0,14.0,21.0,10.0,12.0,19.0,10.0,12.0,19.0,10.0,12.0,19.0,10.0,12.0,19.0,10.0,12.0,19.0,5.0,9.0,11.0,5.0,9.0,11.0,5.0,9.0,11.0,5.0,9.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2VGT5,16.0,16.0,40.0,11.0,35.0,11.0,35.0,12.0,19.0,22.0,27.0,12.0,19.0,22.0,27.0,12.0,19.0,22.0,27.0,12.0,19.0,22.0,27.0,12.0,19.0,22.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8RHS8,16.0,17.0,23.0,24.0,17.0,23.0,24.0,17.0,23.0,24.0,17.0,23.0,24.0,17.0,23.0,24.0,17.0,23.0,24.0,12.0,18.0,19.0,12.0,18.0,19.0,12.0,18.0,19.0,12.0,18.0,19.0,12.0,18.0,19.0,12.0,18.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9M3W3,13.0,13.0,11.0,11.0,19.0,26.0,34.0,19.0,26.0,34.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,9.0,16.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5KWP5,16.0,13.0,13.0,13.0,11.0,11.0,11.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5GD29,16.0,13.0,13.0,13.0,11.0,11.0,11.0,19.0,26.0,19.0,26.0,19.0,26.0,19.0,26.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0BRE9,16.0,23.0,11.0,18.0,35.0,11.0,18.0,35.0,11.0,18.0,35.0,2.0,17.0,26.0,39.0,2.0,17.0,26.0,39.0,2.0,17.0,26.0,39.0,2.0,17.0,26.0,39.0,2.0,17.0,26.0,39.0,2.0,17.0,26.0,39.0,12.0,21.0,34.0,12.0,21.0,34.0,12.0,21.0,34.0,12.0,21.0,34.0,12.0,21.0,34.0,12.0,21.0,34.0,12.0,21.0,34.0,12.0,21.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0M5C6,11.0,11.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4QM31,16.0,16.0,40.0,11.0,35.0,11.0,35.0,9.0,16.0,19.0,24.0,9.0,16.0,19.0,24.0,0.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P44915,16.0,16.0,40.0,11.0,35.0,11.0,35.0,9.0,16.0,19.0,24.0,9.0,16.0,19.0,24.0,0.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8CXZ0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03QP2,2.0,9.0,17.0,18.0,24.0,2.0,9.0,17.0,18.0,24.0,2.0,9.0,17.0,18.0,24.0,2.0,9.0,17.0,18.0,24.0,2.0,9.0,17.0,18.0,24.0,2.0,9.0,17.0,18.0,24.0,1.0,5.0,7.0,19.0,20.0,1.0,5.0,7.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2GBD0,2.0,9.0,17.0,18.0,24.0,2.0,9.0,17.0,18.0,24.0,2.0,9.0,17.0,18.0,24.0,2.0,9.0,17.0,18.0,24.0,2.0,9.0,17.0,18.0,24.0,2.0,9.0,17.0,18.0,24.0,1.0,7.0,19.0,20.0,1.0,7.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q74JN7,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9KMF5,16.0,19.0,24.0,26.0,31.0,19.0,24.0,26.0,31.0,19.0,24.0,26.0,31.0,19.0,24.0,26.0,31.0,19.0,24.0,26.0,31.0,19.0,24.0,26.0,31.0,19.0,24.0,26.0,31.0,19.0,24.0,26.0,31.0,19.0,24.0,26.0,31.0,19.0,24.0,26.0,31.0,19.0,24.0,26.0,31.0,19.0,24.0,26.0,31.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,17.0,22.0,24.0,29.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,12.0,17.0,19.0,24.0,,,
Q88VG4,2.0,9.0,17.0,18.0,20.0,24.0,2.0,9.0,17.0,18.0,20.0,24.0,2.0,9.0,17.0,18.0,20.0,24.0,2.0,9.0,17.0,18.0,20.0,24.0,2.0,9.0,17.0,18.0,20.0,24.0,2.0,9.0,17.0,18.0,20.0,24.0,1.0,7.0,19.0,20.0,1.0,7.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
