,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Q9Y9B3,0.0,1.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54XP6,0.0,9.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18FT0,0.0,1.0,5.0,20.0,26.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8A8D3,0.0,1.0,9.0,20.0,30.0,37.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2STM8,0.0,20.0,26.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6VIS4,0.0,9.0,12.0,20.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3CSP4,0.0,14.0,20.0,26.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5UJM9,0.0,1.0,10.0,20.0,26.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2NGM6,0.0,1.0,10.0,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O26359,0.0,1.0,20.0,26.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8AA33,1.0,10.0,12.0,16.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8PB55,15.0,17.0,1.0,35.0,46.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9ZHZ8,1.0,10.0,12.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q98QW3,1.0,10.0,12.0,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8PMV3,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8G603,1.0,35.0,46.0,50.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q608M4,10.0,12.0,14.0,18.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4A8T9,1.0,10.0,12.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P53530,2.0,11.0,21.0,1.0,10.0,35.0,48.0,52.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3BVV9,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5LC85,1.0,10.0,12.0,16.0,33.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3DSA9,1.0,35.0,46.0,50.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8ZUS2,2.0,11.0,21.0,1.0,10.0,35.0,48.0,52.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6KHP1,1.0,10.0,12.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1AVV0,1.0,10.0,25.0,35.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q64T74,1.0,10.0,12.0,16.0,33.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6L744,1.0,10.0,12.0,16.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8DUL6,1.0,35.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Z8I4,1.0,10.0,12.0,35.0,42.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6AEB5,1.0,10.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2J573,53.0,0.0,1.0,3.0,29.0,44.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q110K2,5.0,11.0,14.0,53.0,0.0,1.0,3.0,29.0,44.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6CBI0,0.0,1.0,2.0,3.0,12.0,24.0,25.0,38.0,44.0,52.0,0.0,1.0,2.0,3.0,12.0,24.0,25.0,38.0,44.0,52.0,,,,,,,,,,,,,,,,,,,,,
P72749,0.0,1.0,36.0,42.0,49.0,25.0,55.0,25.0,55.0,25.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05453,4.0,10.0,47.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7URV2,0.0,1.0,27.0,40.0,42.0,46.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1W417,0.0,1.0,2.0,3.0,10.0,25.0,38.0,40.0,44.0,45.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6C9Y6,12.0,36.0,53.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13550,27.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0L5X0,0.0,1.0,3.0,10.0,25.0,38.0,40.0,44.0,45.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5NQ66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9JVN4,24.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9XV52,0.0,1.0,3.0,28.0,41.0,47.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18CF4,9.0,20.0,37.0,42.0,9.0,20.0,37.0,42.0,58.0,59.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2C4U6,27.0,46.0,27.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2IXR3,21.0,23.0,36.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7Q1K8,24.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q08BB1,0.0,1.0,3.0,10.0,41.0,47.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9JDS6,44.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7VRN9,13.0,54.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q46IW3,27.0,46.0,27.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1A6Q3,0.0,1.0,2.0,3.0,7.0,17.0,38.0,42.0,45.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1BJ37,1.0,19.0,21.0,1.0,19.0,21.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3DIZ9,1.0,14.0,16.0,20.0,21.0,27.0,34.0,41.0,1.0,14.0,16.0,20.0,21.0,27.0,34.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
A7AQ93,1.0,10.0,35.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9VRH6,1.0,10.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q00ZZ1,1.0,10.0,28.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1IIT3,9.0,16.0,19.0,45.0,50.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5P089,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7JNV1,0.0,2.0,57.0,0.0,2.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2KWY3,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5HU70,0.0,2.0,31.0,52.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0SRD8,1.0,10.0,12.0,14.0,25.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q182F4,1.0,10.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1XTL2,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9I5G8,1.0,35.0,42.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1QDV6,10.0,12.0,16.0,29.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2U978,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21IH3,10.0,12.0,16.0,18.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9RDC9,1.0,10.0,35.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1XK44,1.0,10.0,12.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5SKA7,1.0,10.0,35.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3SH47,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0R5S3,1.0,35.0,40.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6TSM4,1.0,10.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1BXU3,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7ZCJ3,1.0,25.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8XIS6,1.0,10.0,12.0,14.0,25.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9N944,1.0,35.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11UD0,1.0,10.0,12.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6AL53,1.0,14.0,35.0,40.0,46.0,1.0,14.0,35.0,40.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0S1G2,1.0,10.0,14.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6H1S4,1.0,10.0,12.0,14.0,35.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9KKU4,1.0,10.0,14.0,35.0,40.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1MQF3,1.0,10.0,35.0,40.0,47.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6F0Z2,1.0,10.0,12.0,14.0,35.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2RKX8,1.0,10.0,25.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2Y873,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2SZV7,1.0,35.0,40.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4SVW0,1.0,35.0,40.0,44.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4FUV9,10.0,12.0,16.0,29.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2RNY6,1.0,9.0,35.0,40.0,46.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5E312,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3CPV1,1.0,15.0,19.0,35.0,40.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1F2I3,1.0,10.0,14.0,35.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O67618,1.0,10.0,25.0,35.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1K601,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0K5V7,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7H311,0.0,2.0,31.0,52.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0TNS2,1.0,10.0,12.0,14.0,25.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3DF29,1.0,10.0,14.0,25.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9KF98,1.0,35.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1IXW5,1.0,22.0,25.0,35.0,39.0,44.0,54.0,1.0,22.0,25.0,35.0,39.0,44.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8DIZ5,15.0,17.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5G4G3,1.0,10.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5R104,10.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0AF67,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2JFK0,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3IDL4,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2LTN3,1.0,10.0,17.0,35.0,42.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P74751,1.0,10.0,12.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9X1V8,0.0,1.0,10.0,12.0,35.0,46.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q72KV2,1.0,10.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q73HR8,1.0,35.0,40.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6F9B9,10.0,12.0,16.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7HPL8,0.0,2.0,57.0,0.0,2.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9KD76,0.0,2.0,31.0,57.0,0.0,2.0,31.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1JYB1,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5EB36,1.0,10.0,12.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q39US7,1.0,10.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1D7L2,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P60791,2.0,15.0,17.0,28.0,10.0,12.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q820H8,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q02HR9,1.0,35.0,42.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q88T65,1.0,10.0,12.0,27.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4Z9E3,1.0,10.0,12.0,14.0,35.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6EKN1,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8MFA6,1.0,10.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8JAF3,1.0,10.0,12.0,14.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3L5S2,0.0,2.0,57.0,0.0,2.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9VHU6,0.0,2.0,57.0,0.0,2.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1BHJ8,1.0,10.0,12.0,36.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q83BK3,1.0,35.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9RV84,1.0,22.0,25.0,35.0,39.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5FLU8,1.0,10.0,12.0,14.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0TW33,10.0,12.0,14.0,18.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9M4U5,1.0,10.0,14.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P60789,1.0,10.0,14.0,35.0,40.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0M6M2,10.0,12.0,18.0,19.0,41.0,10.0,12.0,18.0,19.0,41.0,10.0,12.0,18.0,19.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1H2L5,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3A445,1.0,9.0,10.0,19.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48EV0,1.0,35.0,42.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7UYX5,1.0,35.0,42.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4VIX2,1.0,35.0,42.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8Y0I4,1.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0AWL9,1.0,10.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31HP5,1.0,14.0,35.0,42.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8D9W5,0.0,1.0,3.0,18.0,44.0,45.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7NVF7,0.0,1.0,3.0,18.0,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6J0P2,0.0,1.0,3.0,18.0,29.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7JYV9,0.0,1.0,3.0,29.0,44.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30V54,0.0,1.0,3.0,18.0,29.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q726J1,0.0,1.0,3.0,29.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P39883,0.0,1.0,3.0,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q74GV6,0.0,1.0,3.0,29.0,44.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q67MT5,0.0,1.0,3.0,29.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31KM4,0.0,1.0,3.0,29.0,44.0,46.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P73473,0.0,1.0,3.0,29.0,44.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q89A56,0.0,1.0,3.0,15.0,18.0,44.0,45.0,0.0,1.0,3.0,15.0,18.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8FGS8,0.0,1.0,3.0,29.0,44.0,45.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6AJD2,0.0,1.0,3.0,29.0,44.0,45.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8DIL5,0.0,1.0,3.0,29.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q837X4,0.0,1.0,3.0,18.0,24.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0TWY6,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q39Z86,0.0,1.0,3.0,29.0,44.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7NGL0,0.0,1.0,3.0,29.0,44.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2RI79,0.0,1.0,3.0,18.0,24.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1H0I2,0.0,1.0,3.0,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4RJN1,0.0,1.0,3.0,18.0,24.0,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q82S73,0.0,1.0,3.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P57608,0.0,1.0,3.0,18.0,44.0,45.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7KCH0,0.0,1.0,3.0,29.0,44.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5EVN8,0.0,1.0,3.0,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5G9T7,0.0,1.0,3.0,29.0,44.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3WFB1,0.0,1.0,3.0,18.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9CIK7,0.0,1.0,3.0,18.0,24.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q037T6,0.0,1.0,3.0,18.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1WUZ8,0.0,1.0,3.0,18.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5WY34,0.0,1.0,3.0,18.0,29.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9JVH7,0.0,1.0,3.0,18.0,24.0,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31H08,0.0,1.0,3.0,24.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8GTY2,0.0,1.0,3.0,18.0,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8K935,0.0,1.0,3.0,15.0,18.0,44.0,45.0,51.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9M7Q2,0.0,1.0,3.0,29.0,44.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2G8K6,0.0,1.0,3.0,18.0,24.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5IG41,0.0,1.0,3.0,18.0,29.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q92D33,0.0,1.0,3.0,18.0,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5N192,0.0,1.0,3.0,29.0,44.0,46.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5FLA9,0.0,1.0,3.0,18.0,24.0,29.0,44.0,14.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1GB78,0.0,1.0,3.0,18.0,24.0,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8YU90,0.0,1.0,3.0,18.0,24.0,29.0,44.0,14.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5VL77,0.0,1.0,3.0,18.0,24.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q606M6,0.0,1.0,3.0,25.0,29.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5FA25,0.0,1.0,3.0,18.0,24.0,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3J9L6,0.0,1.0,3.0,18.0,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6J6N8,0.0,1.0,3.0,18.0,29.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8HY03,0.0,1.0,3.0,29.0,44.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47CH1,0.0,1.0,3.0,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1VA24,0.0,1.0,3.0,29.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03Q83,0.0,1.0,3.0,18.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04BM6,0.0,1.0,3.0,18.0,24.0,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q88XF3,0.0,1.0,3.0,18.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1L1Q9,0.0,1.0,3.0,18.0,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0JIY7,0.0,1.0,3.0,29.0,44.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3A709,0.0,1.0,3.0,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1AME1,0.0,1.0,3.0,29.0,44.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0LLL8,0.0,1.0,3.0,29.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3LQ11,0.0,1.0,2.0,3.0,21.0,24.0,26.0,38.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4NAU8,0.0,1.0,2.0,3.0,13.0,24.0,26.0,30.0,38.0,45.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P39677,0.0,1.0,2.0,3.0,21.0,24.0,26.0,38.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6ZQM4,0.0,1.0,2.0,3.0,21.0,24.0,26.0,38.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48791,0.0,1.0,3.0,23.0,24.0,26.0,28.0,38.0,41.0,44.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48712,0.0,1.0,3.0,23.0,24.0,26.0,28.0,38.0,41.0,44.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
